,Company,Average,Lowest,Highest,Python,aws,sql,keras,pytorch,scikit,tensor,hadoop,tableau,RoleName,Rel-Experience,Total_Exp,Prev-CTC
512,NICE Actimize,1105153.0,952180.0,1810703.0,0,0,0,0,0,0,0,0,0,0,1,6,1135924.0
513,Intellicar,1111385.0,801177.0,1977285.0,0,0,0,0,0,0,0,0,0,0,1,5,787063.0
514,Raja Software Labs,314953.0,205514.0,581868.0,1,0,1,0,0,0,0,0,0,0,1,0,187304.0
515,Zinnov Management Consulting,887352.0,1005809.0,1212572.0,0,0,0,0,0,0,0,0,0,4,1,3,724189.0
516,Shyena Tech Yarns,416666.0,404098.0,637566.0,0,0,0,0,0,0,0,0,0,0,1,0,236139.0
517,All On Block,529528.0,180672.0,1213294.0,0,1,0,0,0,0,0,1,0,2,0,3,539593.0
518,Jash Data Sciences,559676.0,617209.0,781982.0,0,0,1,0,0,0,0,0,0,0,0,4,378087.0
519,Think Analytics,503681.0,516256.0,742947.0,0,0,0,0,1,0,1,0,0,0,1,3,758927.0
520,GlobalLogic,786260.0,935510.0,1030140.0,0,0,0,0,0,0,0,0,0,1,1,4,735136.0
521,WinWire Technologies,1041752.0,1228763.0,1375618.0,0,0,0,0,0,0,0,0,0,0,0,6,873286.0
522,Excelra Knowledge Solutions,376124.0,383648.0,556663.0,0,0,0,0,0,0,0,0,0,1,0,1,185974.0
523,Bharat Heavy Electricals,1396306.0,1643113.0,1847652.0,1,1,1,0,0,0,0,1,0,2,1,9,1260713.0
524,Asian Paints,817683.0,973250.0,1070958.0,1,1,1,0,0,0,0,1,1,0,1,4,683500.0
525,Unemployed Help Centre,248704.0,167880.0,515565.0,1,1,1,0,0,0,0,1,1,0,0,0,142598.0
526,BRIDGEi2i,1168088.0,1290657.0,1629562.0,0,0,1,0,0,0,0,1,0,0,0,6,1006022.0
527,Evalueserve,1195045.0,855975.0,2131638.0,1,0,0,0,0,0,0,0,0,6,0,5,623223.0
528,PolicyBazaar,869781.0,1018563.0,1155890.0,1,0,0,0,0,0,0,0,0,0,0,3,687616.0
529,CBRE,930697.0,728839.0,1597903.0,1,0,1,0,0,0,0,0,0,0,1,3,678442.0
530,Athena Global Technologies,753423.0,850357.0,1033200.0,1,0,0,0,0,0,0,0,0,0,0,4,611282.0
531,RateGain,186428.0,162636.0,278457.0,0,0,1,0,0,0,0,0,1,1,0,0,188178.0
532,Continental,182481.0,157382.0,179936.0,1,0,1,0,0,0,0,1,0,6,0,0,232989.0
533,Goldman Sachs,176292.0,171671.0,311847.0,1,0,1,0,0,0,0,1,0,2,1,0,233618.0
534,FreeCharge,667659.0,799012.0,870135.0,0,0,0,0,0,0,0,0,0,0,1,4,785791.0
535,Digité,153072.0,160649.0,186956.0,0,0,0,0,0,0,0,0,0,0,1,0,178588.0
536,Kabbage,1709642.0,1936766.0,2337339.0,1,0,1,0,0,0,0,0,1,0,1,9,1224491.0
537,Xebia,1388649.0,755470.0,2716153.0,1,0,0,0,0,0,1,0,0,0,0,10,973665.0
538,Elucidata (MA),172571.0,197914.0,153783.0,1,1,1,0,0,0,0,0,1,0,1,0,209193.0
539,GE,192160.0,180075.0,186621.0,1,0,1,0,0,0,0,0,0,0,0,0,253014.0
540,nference,1604119.0,1561956.0,2448342.0,0,0,0,0,0,0,0,0,0,6,0,10,1180279.0
541,Fresherworld.com,245407.0,192486.0,553963.0,0,1,0,0,0,0,0,0,0,0,0,0,280366.0
542,"U.S. District Court, Southern District of Ohio",193997.0,166860.0,180302.0,0,1,1,0,0,0,0,0,0,1,0,0,106985.0
543,Krishna Consultants,466524.0,441456.0,724855.0,1,1,1,0,0,0,0,0,0,0,0,1,256476.0
544,Freshers.com,174979.0,197094.0,194090.0,1,0,1,0,0,1,0,0,0,0,1,0,224410.0
545,Wellness Forever,408349.0,489659.0,531214.0,0,1,0,0,0,0,0,0,0,0,0,1,159649.0
546,Avail Finance,184371.0,162202.0,170196.0,0,0,0,0,0,0,0,0,0,0,1,0,252967.0
547,Morgan Stanley,170888.0,150923.0,197400.0,0,0,1,0,0,0,0,0,1,4,1,0,237424.0
548,Deloitte,195633.0,198274.0,151426.0,0,0,1,0,0,0,0,0,0,1,0,0,264895.0
549,Saama Technologies,592500.0,340837.0,1140412.0,1,0,0,0,0,0,0,0,0,0,1,4,778448.0
550,Aptus Data Labs,592500.0,340837.0,1140412.0,0,1,0,0,0,0,0,0,0,2,0,3,667274.0
553,Teleperformance,801709.0,154272.0,1850000.0,1,1,1,0,1,0,1,0,0,6,1,4,604964.0
554,ADP,871528.0,366656.0,1812165.0,0,0,0,0,0,0,0,0,0,0,1,3,682232.0
555,Optum Global Solutions India,1085963.0,975172.0,1739736.0,0,0,0,0,0,0,0,0,0,0,1,5,709780.0
556,HighRadius,747744.0,305547.0,1563813.0,0,0,0,0,0,0,0,0,0,0,1,4,639696.0
557,T-Systems,904353.0,736376.0,1524506.0,1,1,1,0,0,0,0,1,0,0,1,3,708255.0
558,Bank of America,1181941.0,1219277.0,1735575.0,0,0,0,0,0,0,0,0,0,0,1,6,1281011.0
559,Alumnus Software,480002.0,441825.0,758181.0,0,1,0,0,0,0,0,0,0,0,1,2,153448.0
560,Celebal Technologies,562958.0,407396.0,1000000.0,1,1,1,0,0,0,0,1,0,2,0,4,563097.0
561,Zomato,1380352.0,743092.0,2707788.0,0,0,1,0,0,0,0,0,0,1,1,8,1260296.0
562,Ashok Leyland,709433.0,212312.0,1561270.0,0,0,1,0,0,0,0,0,0,1,1,4,723628.0
563,IVL Global,578286.0,694043.0,751673.0,1,0,1,0,0,0,0,0,0,1,1,4,792895.0
564,Uber,2157415.0,1893537.0,3500000.0,1,0,1,0,0,0,0,0,0,0,0,10,1181369.0
565,Aditya Birla Group,949456.0,640655.0,1732984.0,0,0,0,0,0,0,0,0,0,0,0,3,332653.0
566,Decimal Point Analytics,829141.0,828933.0,1243919.0,0,0,0,0,0,0,0,0,0,0,0,4,670029.0
567,Zeta Suite,1229196.0,512507.0,2560483.0,0,0,0,0,0,0,0,0,0,0,0,6,872395.0
568,Barclays,1363762.0,1077056.0,2332349.0,0,0,0,0,0,0,0,0,0,0,1,8,1235970.0
569,UST,499157.0,172092.0,1145473.0,0,0,0,0,0,0,0,0,0,0,0,0,247033.0
570,OLX Group,1550334.0,1075834.0,2800000.0,0,0,0,0,0,0,0,0,0,0,1,7,1185210.0
571,ValueLabs,1462587.0,1003709.0,2652758.0,1,1,0,0,1,0,1,0,0,6,0,8,1075502.0
572,Milkbasket,1079814.0,1207163.0,1492371.0,1,0,1,0,0,0,0,0,1,1,1,6,1198783.0
573,ADF Data Science,612786.0,480000.0,1051965.0,0,0,0,0,0,0,0,0,0,0,1,4,682248.0
574,Aruba Networks,1496697.0,1541742.0,2200000.0,1,1,1,0,0,0,0,0,0,2,0,7,890798.0
575,AGS Health,374054.0,427103.0,508032.0,0,0,0,0,0,0,0,0,0,0,1,0,220498.0
576,Visa Inc.,1194511.0,242555.0,2743723.0,0,1,0,0,0,0,0,0,0,0,1,5,739756.0
577,Priya Softweb Solutions,317326.0,266554.0,526762.0,1,1,1,0,0,0,0,1,0,2,1,1,189738.0
578,vitrana,1074526.0,1025013.0,1661303.0,0,0,0,0,0,0,0,0,0,0,1,6,1243203.0
579,OfBusiness,1020786.0,1051965.0,1500000.0,0,0,0,0,0,0,0,0,0,0,1,5,692874.0
580,CIOP,467773.0,557394.0,612039.0,1,0,0,0,0,0,0,0,0,0,0,1,277174.0
